

----------------------------特别土特产----------------------------
特别土特产(2019-07-19 08:37:55):  看看这会行不行
lx251314888(2019-07-19 11:15:08):  OK
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:15:44):  亲，查询核实到您上传的认证信息因1身份证反面缺一边2填写的证件地址和身份证上的地址不一致审核未通过，请您调整后重新上传哦，上传时请注意横向上传。
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:16:03):  亲，您重新上传完信息后可以联系客服帮您查询进度哦
lx251314888(2019-07-19 11:16:26):  好吧，我下班回去弄吧
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:16:34):  好的,亲
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:19:17):  亲,请问还有什么可以帮您的吗?
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 12:25:20):  尊敬的客户， 后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天~~
lx251314888(2019-07-19 12:25:20):  

----------------------------lm龙卷风----------------------------
lm龙卷风(2019-07-19 10:51:01):  什么时候到货？
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:51:01):  亲，您好，我是捷豹路虎官方旗舰店购车管家:12，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情：https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:52:01):  暂时未接到具体的通知哦，建议您可以在关注收藏一下店铺和宝贝，后期店铺有新活动和资讯会及时推送给您的。
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:04:41):  亲,请问还有什么可以帮您的吗?
lm龙卷风(2019-07-19 11:17:30):  
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:17:30):  尊敬的客户， 后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天~~

----------------------------日晖之龙----------------------------
日晖之龙(2019-07-19 10:28:48):  http://item.taobao.com/item.htm?id=595245299165
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:28:48):  亲，您好，我是捷豹路虎官方旗舰店购车管家:12，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情：https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
日晖之龙(2019-07-19 10:28:48):  [卡片]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:28:56):  亲，在的，请问有什么可以为您服务？[表情]
日晖之龙(2019-07-19 10:29:05):  请问车怎么提
日晖之龙(2019-07-19 10:29:14):  另外怎么分期
日晖之龙(2019-07-19 10:29:20):  每月多少
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:29:21):  亲，预定流程是这样的哦：1.在旗舰店下单预付整车定金，并且备注车主信息（姓名、电话、意向购车门店）2.凭短信电子凭证到店核销，与经销商接洽具体事宜并签订购车合同，支付购车定金3.完成购车并联系旗舰店在线客服上传购车发票4.获取天猫相关权益。
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:29:26):  亲,购车流程看下呢
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:29:33):  最低首付比例：50%，尾款比例：0%，期限：24 期，利率：0 利率，最低月供：8,142 元。由于金融计算牵涉到您的购车金额，所以客服给您计算的和门店为您计算的可能会有误差哦，您是需要以门店计算的为准呢，客服这边只是给您参考哦。
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:29:47):  由于各地区销售政策不同,具体的金融方案以您当地经销商为准，建议您可以留下您的姓名,联系方式和地址区域，我们让您附近的门店销售人员给您一个精准的报价哦,不知道您是否愿意呢
日晖之龙(2019-07-19 10:29:59):  可以
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:30:05):  [表情]
日晖之龙(2019-07-19 10:30:10):  王兵龙 13624004662
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:30:22):  
日晖之龙(2019-07-19 10:30:26):  东北 沈阳
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:30:32):  好的,亲
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:30:35):  您的信息已经为您登记了哦,我们将尽快安排您附近的门店为您服务哦[表情]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:35:21):  亲,请问还有什么可以帮您的吗?
日晖之龙(2019-07-19 10:37:42):  没有啦，我就想了解一下新路虎揽胜极光的付款方式与售后以及提车地点和试驾
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:38:57):  您的信息已经登记了,之后会有门店人员联系您的哦,具体的付款方式您可以和门店确定
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:39:22):  具体的试驾和门店人员确定日期
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:40:45):  后续有需要可以随时联系我们
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:06:40):  亲,请问还有什么可以帮您的吗?
日晖之龙(2019-07-19 11:17:19):  
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:17:19):  尊敬的客户， 后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天~~

----------------------------吕耀男----------------------------
吕耀男(2019-07-19 10:22:51):  http://item.taobao.com/item.htm?id=595245299165
吕耀男(2019-07-19 10:22:51):  [卡片]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:22:51):  亲，您好，我是捷豹路虎官方旗舰店购车管家:12，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情：https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:22:58):  亲，在的，请问有什么可以为您服务？[表情]
吕耀男(2019-07-19 10:23:13):  这是什么车  玩具？
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:23:24):  不是玩具,是汽车哦
吕耀男(2019-07-19 10:23:36):  [表情]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:24:02):  亲，您看的这款是全新一代路虎揽胜极光首发运动定制版,这款正在限量预售的哦
吕耀男(2019-07-19 10:24:41):  首付月供多少啊
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:24:51):  最低首付比例：50%，尾款比例：0%，期限：24 期，利率：0 利率，最低月供：8,142 元。由于金融计算牵涉到您的购车金额，所以客服给您计算的和门店为您计算的可能会有误差哦，您是需要以门店计算的为准呢，客服这边只是给您参考哦。
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:25:13):  由于各地区销售政策不同,具体的金融方案以您当地经销商为准，建议您可以留下您的姓名,联系方式和地址区域，我们让您附近的门店销售人员给您一个精准的报价哦,不知道您是否愿意呢
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:06:34):  亲,请问还有什么可以帮您的吗?
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:17:09):  亲，已经有一段时间未收到您的消息了，您可以先收藏关注我们店铺，以便随时了解本店活动，我们的上班时间是9点至23点，如果您后续有问题欢迎联系我们，我们将竭诚为您服务！如果我的消息打扰到您，请您理解！非常感谢您对捷豹路虎官方旗舰店的支持，祝您生活愉快！
吕耀男(2019-07-19 11:17:11):  

----------------------------m6703519----------------------------
m6703519(2019-07-19 09:49:34):  http://item.taobao.com/item.htm?id=529060090178
m6703519(2019-07-19 09:49:35):  [卡片]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:49:35):  亲，您好，我是捷豹路虎官方旗舰店购车管家:12，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情：https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:49:44):  亲，在的，请问有什么可以为您服务？[表情]
m6703519(2019-07-19 09:49:45):  朋友 尺码发来看看
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:49:51):  好的
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:50:13):  [图片]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:50:20):  
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:50:30):  亲,这是具体的尺码,您看下呢
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:51:36):  [图片]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:51:44):  身高尺码表您也可以参考下
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:04:41):  亲,请问还有什么可以帮您的吗?
m6703519(2019-07-19 10:20:20):  不包邮么？
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:20:45):  全店精品单笔订单满300元包邮（港澳台地区除外）。不满足的话需要支付运费，建议您把中意的宝贝放入购物车凑满300元后一起提交购买哦。
m6703519(2019-07-19 10:25:35):  哦
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:26:14):  [表情]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:05:48):  亲,请问还有什么可以帮您的吗?
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:16:57):  尊敬的客户，整日奔波挺辛苦，天热多喝水，爱惜身体加餐饭，后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天[表情]
m6703519(2019-07-19 11:16:58):  

----------------------------ch890817----------------------------
ch890817(2019-07-19 09:54:18):  http://item.taobao.com/item.htm?id=595245299165
ch890817(2019-07-19 09:54:18):  [卡片]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:54:18):  亲，您好，我是捷豹路虎官方旗舰店购车管家:12，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情：https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:54:24):  亲，在的，请问有什么可以为您服务？[表情]
ch890817(2019-07-19 09:54:39):  你好，我咨询下24期分期金融方案有吗
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:54:53):  最低首付比例：50%，尾款比例：0%，期限：24 期，利率：0 利率，最低月供：8,142 元。由于金融计算牵涉到您的购车金额，所以客服给您计算的和门店为您计算的可能会有误差哦，您是需要以门店计算的为准呢，客服这边只是给您参考哦。
ch890817(2019-07-19 09:55:38):  嗯，还有其他的金融方案吗
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:55:46):  由于各地区销售政策都不同,具体的金融方案以您当地的门店为准哦,如果您想知道具体的金融方案，首付，月供多少的话，请将您姓名,联系方式,所在区域给到我们，我们安排您附近的经销商人员给您报价的哦。
ch890817(2019-07-19 09:56:26):  贵阳
ch890817(2019-07-19 09:56:42):  电话15185090303
ch890817(2019-07-19 09:56:48):  姓陈
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:56:59):  好的,您的信息已经为您登记了哦,我们将尽快安排您附近的门店为您服务哦[表情]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:08:25):  亲,请问还有什么可以帮您的吗?
ch890817(2019-07-19 11:05:58):  
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:05:58):  尊敬的客户， 后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天~~

----------------------------我的发现412773806----------------------------
我的发现412773806(2019-07-19 08:23:06):  你好卡收到了
捷豹路虎官方旗舰店:服务助手(2019-07-19 08:23:06):  [卡片]
我的发现412773806(2019-07-19 08:23:17):  怎么和车链接
捷豹路虎官方旗舰店:服务助手(2019-07-19 08:23:17):  [卡片]
我的发现412773806(2019-07-19 09:13:52):  [未知]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:13:52):  亲，您好，我是捷豹路虎官方旗舰店购车管家:12，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情：https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:14:06):  亲，在的，请问有什么可以为您服务？[表情]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 09:38:15):  安卓手机在百度手机助手搜索路虎智能驭领下载，苹果手机在APP store 搜索路虎智能驭领下载，下载之后需要先注册，并填写您的车辆信息与您的爱车连接
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:04:06):  亲,请问还有什么可以帮您的吗?
我的发现412773806(2019-07-19 10:40:49):  问你一下
我的发现412773806(2019-07-19 10:41:06):  流量卡每个月免费多少流量？
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 10:41:13):  
